"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	Count
	"Lymphomas"	"33011-33042"	"North Dakota"	"38"	210
	"Lymphomas"	"33011-33042"	"Ohio"	"39"	2712
	"Lymphomas"	"33011-33042"	"Oklahoma"	"40"	818
	"Lymphomas"	"33011-33042"	"Oregon"	"41"	885
	"Lymphomas"	"33011-33042"	"Pennsylvania"	"42"	3600
	"Lymphomas"	"33011-33042"	"Rhode Island"	"44"	272
	"Lymphomas"	"33011-33042"	"South Carolina"	"45"	940
	"Lymphomas"	"33011-33042"	"South Dakota"	"46"	202
	"Lymphomas"	"33011-33042"	"Tennessee"	"47"	1420
	"Lymphomas"	"33011-33042"	"Texas"	"48"	4772
	"Lymphomas"	"33011-33042"	"Utah"	"49"	530
	"Lymphomas"	"33011-33042"	"Vermont"	"50"	160
	"Lymphomas"	"33011-33042"	"Virginia"	"51"	1595
	"Lymphomas"	"33011-33042"	"Washington"	"53"	1678
	"Lymphomas"	"33011-33042"	"West Virginia"	"54"	507
	"Lymphomas"	"33011-33042"	"Wisconsin"	"55"	1524
	"Lymphomas"	"33011-33042"	"Wyoming"	"56"	115
	"Hodgkin Lymphoma"	"33011-33012"	"Alabama"	"01"	111
	"Hodgkin Lymphoma"	"33011-33012"	"Arizona"	"04"	139
	"Hodgkin Lymphoma"	"33011-33012"	"Arkansas"	"05"	64
	"Hodgkin Lymphoma"	"33011-33012"	"California"	"06"	904
	"Hodgkin Lymphoma"	"33011-33012"	"Colorado"	"08"	138
	"Hodgkin Lymphoma"	"33011-33012"	"Connecticut"	"09"	115
	"Hodgkin Lymphoma"	"33011-33012"	"Delaware"	"10"	40
	"Hodgkin Lymphoma"	"33011-33012"	"District of Columbia"	"11"	24
	"Hodgkin Lymphoma"	"33011-33012"	"Florida"	"12"	468
	"Hodgkin Lymphoma"	"33011-33012"	"Georgia"	"13"	221
	"Hodgkin Lymphoma"	"33011-33012"	"Hawaii"	"15"	18
	"Hodgkin Lymphoma"	"33011-33012"	"Idaho"	"16"	39
	"Hodgkin Lymphoma"	"33011-33012"	"Illinois"	"17"	363
	"Hodgkin Lymphoma"	"33011-33012"	"Indiana"	"18"	207
	"Hodgkin Lymphoma"	"33011-33012"	"Iowa"	"19"	91
	"Hodgkin Lymphoma"	"33011-33012"	"Kansas"	"20"	77
	"Hodgkin Lymphoma"	"33011-33012"	"Kentucky"	"21"	117
	"Hodgkin Lymphoma"	"33011-33012"	"Louisiana"	"22"	141
	"Hodgkin Lymphoma"	"33011-33012"	"Maine"	"23"	32
	"Hodgkin Lymphoma"	"33011-33012"	"Maryland"	"24"	162
	"Hodgkin Lymphoma"	"33011-33012"	"Massachusetts"	"25"	189
	"Hodgkin Lymphoma"	"33011-33012"	"Michigan"	"26"	281
	"Hodgkin Lymphoma"	"33011-33012"	"Minnesota"	"27"	159
	"Hodgkin Lymphoma"	"33011-33012"	"Mississippi"	"28"	74
	"Hodgkin Lymphoma"	"33011-33012"	"Missouri"	"29"	141
	"Hodgkin Lymphoma"	"33011-33012"	"Montana"	"30"	26
	"Hodgkin Lymphoma"	"33011-33012"	"Nebraska"	"31"	35
	"Hodgkin Lymphoma"	"33011-33012"	"Nevada"	"32"	51
	"Hodgkin Lymphoma"	"33011-33012"	"New Hampshire"	"33"	53
	"Hodgkin Lymphoma"	"33011-33012"	"New Jersey"	"34"	272
	"Hodgkin Lymphoma"	"33011-33012"	"New Mexico"	"35"	47
	"Hodgkin Lymphoma"	"33011-33012"	"New York"	"36"	628
	"Hodgkin Lymphoma"	"33011-33012"	"North Carolina"	"37"	237
	"Hodgkin Lymphoma"	"33011-33012"	"North Dakota"	"38"	22
	"Hodgkin Lymphoma"	"33011-33012"	"Ohio"	"39"	287
	"Hodgkin Lymphoma"	"33011-33012"	"Oklahoma"	"40"	106
	"Hodgkin Lymphoma"	"33011-33012"	"Oregon"	"41"	105
	"Hodgkin Lymphoma"	"33011-33012"	"Pennsylvania"	"42"	396
	"Hodgkin Lymphoma"	"33011-33012"	"Rhode Island"	"44"	38
	"Hodgkin Lymphoma"	"33011-33012"	"South Carolina"	"45"	118
	"Hodgkin Lymphoma"	"33011-33012"	"South Dakota"	"46"	19
	"Hodgkin Lymphoma"	"33011-33012"	"Tennessee"	"47"	173
	"Hodgkin Lymphoma"	"33011-33012"	"Texas"	"48"	638
	"Hodgkin Lymphoma"	"33011-33012"	"Utah"	"49"	73
	"Hodgkin Lymphoma"	"33011-33012"	"Virginia"	"51"	163
	"Hodgkin Lymphoma"	"33011-33012"	"Washington"	"53"	191
	"Hodgkin Lymphoma"	"33011-33012"	"West Virginia"	"54"	62
	"Hodgkin Lymphoma"	"33011-33012"	"Wisconsin"	"55"	185
	"Hodgkin - Nodal"	"33011"	"Alabama"	"01"	100
	"Hodgkin - Nodal"	"33011"	"Arizona"	"04"	128
	"Hodgkin - Nodal"	"33011"	"Arkansas"	"05"	60
	"Hodgkin - Nodal"	"33011"	"California"	"06"	882
	"Hodgkin - Nodal"	"33011"	"Colorado"	"08"	134
	"Hodgkin - Nodal"	"33011"	"Connecticut"	"09"	107
	"Hodgkin - Nodal"	"33011"	"Delaware"	"10"	40
	"Hodgkin - Nodal"	"33011"	"District of Columbia"	"11"	23
	"Hodgkin - Nodal"	"33011"	"Florida"	"12"	446
	"Hodgkin - Nodal"	"33011"	"Georgia"	"13"	214
	"Hodgkin - Nodal"	"33011"	"Hawaii"	"15"	18
	"Hodgkin - Nodal"	"33011"	"Idaho"	"16"	37
	"Hodgkin - Nodal"	"33011"	"Illinois"	"17"	347
	"Hodgkin - Nodal"	"33011"	"Indiana"	"18"	199
	"Hodgkin - Nodal"	"33011"	"Iowa"	"19"	88
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	75
	"Hodgkin - Nodal"	"33011"	"Kentucky"	"21"	114
	"Hodgkin - Nodal"	"33011"	"Louisiana"	"22"	133
	"Hodgkin - Nodal"	"33011"	"Maine"	"23"	32
	"Hodgkin - Nodal"	"33011"	"Maryland"	"24"	157
	"Hodgkin - Nodal"	"33011"	"Massachusetts"	"25"	184
	"Hodgkin - Nodal"	"33011"	"Michigan"	"26"	262
	"Hodgkin - Nodal"	"33011"	"Minnesota"	"27"	153
	"Hodgkin - Nodal"	"33011"	"Mississippi"	"28"	71
	"Hodgkin - Nodal"	"33011"	"Missouri"	"29"	141
	"Hodgkin - Nodal"	"33011"	"Montana"	"30"	26
	"Hodgkin - Nodal"	"33011"	"Nebraska"	"31"	34
	"Hodgkin - Nodal"	"33011"	"Nevada"	"32"	48
	"Hodgkin - Nodal"	"33011"	"New Hampshire"	"33"	52
	"Hodgkin - Nodal"	"33011"	"New Jersey"	"34"	262
	"Hodgkin - Nodal"	"33011"	"New Mexico"	"35"	45
	"Hodgkin - Nodal"	"33011"	"New York"	"36"	607
	"Hodgkin - Nodal"	"33011"	"North Carolina"	"37"	233
	"Hodgkin - Nodal"	"33011"	"North Dakota"	"38"	22
	"Hodgkin - Nodal"	"33011"	"Ohio"	"39"	280
	"Hodgkin - Nodal"	"33011"	"Oklahoma"	"40"	104
	"Hodgkin - Nodal"	"33011"	"Oregon"	"41"	99
	"Hodgkin - Nodal"	"33011"	"Pennsylvania"	"42"	379
	"Hodgkin - Nodal"	"33011"	"Rhode Island"	"44"	38
	"Hodgkin - Nodal"	"33011"	"South Carolina"	"45"	115
	"Hodgkin - Nodal"	"33011"	"South Dakota"	"46"	19
	"Hodgkin - Nodal"	"33011"	"Tennessee"	"47"	164
	"Hodgkin - Nodal"	"33011"	"Texas"	"48"	621
	"Hodgkin - Nodal"	"33011"	"Utah"	"49"	68
	"Hodgkin - Nodal"	"33011"	"Virginia"	"51"	159
	"Hodgkin - Nodal"	"33011"	"Washington"	"53"	186
	"Hodgkin - Nodal"	"33011"	"West Virginia"	"54"	59
	"Hodgkin - Nodal"	"33011"	"Wisconsin"	"55"	180
	"Hodgkin - Extranodal"	"33012"	"California"	"06"	22
	"Hodgkin - Extranodal"	"33012"	"Florida"	"12"	22
	"Hodgkin - Extranodal"	"33012"	"Illinois"	"17"	16
	"Hodgkin - Extranodal"	"33012"	"Michigan"	"26"	19
	"Hodgkin - Extranodal"	"33012"	"New York"	"36"	21
	"Hodgkin - Extranodal"	"33012"	"Pennsylvania"	"42"	17
	"Hodgkin - Extranodal"	"33012"	"Texas"	"48"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	898
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	95
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	1003
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	545
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	6863
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	903
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	819
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	194
	"Non-Hodgkin Lymphoma"	"33041-33042"	"District of Columbia"	"11"	101
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Florida"	"12"	4247
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Georgia"	"13"	1615
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Hawaii"	"15"	288
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Idaho"	"16"	298
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Illinois"	"17"	2665
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Indiana"	"18"	1402
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Iowa"	"19"	828
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	557
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kentucky"	"21"	1000
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Louisiana"	"22"	896
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maine"	"23"	366
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maryland"	"24"	1125
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Massachusetts"	"25"	1486
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Michigan"	"26"	2355
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Minnesota"	"27"	1305
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Mississippi"	"28"	526
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Missouri"	"29"	1209
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Montana"	"30"	217
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nebraska"	"31"	403
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nevada"	"32"	430
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Hampshire"	"33"	327
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Jersey"	"34"	2014
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Mexico"	"35"	313
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New York"	"36"	4570
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Carolina"	"37"	1919
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Dakota"	"38"	188
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Ohio"	"39"	2425
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oklahoma"	"40"	712
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oregon"	"41"	780
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Pennsylvania"	"42"	3204
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Rhode Island"	"44"	234
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Carolina"	"45"	822
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Dakota"	"46"	183
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Tennessee"	"47"	1247
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Texas"	"48"	4134
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Utah"	"49"	457
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Vermont"	"50"	147
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Virginia"	"51"	1432
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Washington"	"53"	1487
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	445
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	1339
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	101
	"NHL - Nodal"	"33041"	"Alabama"	"01"	624
	"NHL - Nodal"	"33041"	"Alaska"	"02"	69
	"NHL - Nodal"	"33041"	"Arizona"	"04"	711
	"NHL - Nodal"	"33041"	"Arkansas"	"05"	368
	"NHL - Nodal"	"33041"	"California"	"06"	4548
	"NHL - Nodal"	"33041"	"Colorado"	"08"	588
	"NHL - Nodal"	"33041"	"Connecticut"	"09"	550
	"NHL - Nodal"	"33041"	"Delaware"	"10"	147
	"NHL - Nodal"	"33041"	"District of Columbia"	"11"	51
	"NHL - Nodal"	"33041"	"Florida"	"12"	3031
	"NHL - Nodal"	"33041"	"Georgia"	"13"	1058
	"NHL - Nodal"	"33041"	"Hawaii"	"15"	155
	"NHL - Nodal"	"33041"	"Idaho"	"16"	209
	"NHL - Nodal"	"33041"	"Illinois"	"17"	1823
	"NHL - Nodal"	"33041"	"Indiana"	"18"	1001
	"NHL - Nodal"	"33041"	"Iowa"	"19"	565
	"NHL - Nodal"	"33041"	"Kansas"	"20"	373
	"NHL - Nodal"	"33041"	"Kentucky"	"21"	666
	"NHL - Nodal"	"33041"	"Louisiana"	"22"	607
	"NHL - Nodal"	"33041"	"Maine"	"23"	236
	"NHL - Nodal"	"33041"	"Maryland"	"24"	744
	"NHL - Nodal"	"33041"	"Massachusetts"	"25"	998
	"NHL - Nodal"	"33041"	"Michigan"	"26"	1502
	"NHL - Nodal"	"33041"	"Minnesota"	"27"	906
	"NHL - Nodal"	"33041"	"Mississippi"	"28"	350
	"NHL - Nodal"	"33041"	"Missouri"	"29"	870
	"NHL - Nodal"	"33041"	"Montana"	"30"	142
	"NHL - Nodal"	"33041"	"Nebraska"	"31"	239
	"NHL - Nodal"	"33041"	"Nevada"	"32"	299
	"NHL - Nodal"	"33041"	"New Hampshire"	"33"	209
	"NHL - Nodal"	"33041"	"New Jersey"	"34"	1328
	"NHL - Nodal"	"33041"	"New Mexico"	"35"	190
	"NHL - Nodal"	"33041"	"New York"	"36"	2984
	"NHL - Nodal"	"33041"	"North Carolina"	"37"	1354
	"NHL - Nodal"	"33041"	"North Dakota"	"38"	138
	"NHL - Nodal"	"33041"	"Ohio"	"39"	1741
	"NHL - Nodal"	"33041"	"Oklahoma"	"40"	480
	"NHL - Nodal"	"33041"	"Oregon"	"41"	541
	"NHL - Nodal"	"33041"	"Pennsylvania"	"42"	2119
	"NHL - Nodal"	"33041"	"Rhode Island"	"44"	174
	"NHL - Nodal"	"33041"	"South Carolina"	"45"	600
	"NHL - Nodal"	"33041"	"South Dakota"	"46"	127
	"NHL - Nodal"	"33041"	"Tennessee"	"47"	889
	"NHL - Nodal"	"33041"	"Texas"	"48"	3034
	"NHL - Nodal"	"33041"	"Utah"	"49"	280
	"NHL - Nodal"	"33041"	"Vermont"	"50"	96
	"NHL - Nodal"	"33041"	"Virginia"	"51"	1062
	"NHL - Nodal"	"33041"	"Washington"	"53"	1033
	"NHL - Nodal"	"33041"	"West Virginia"	"54"	326
	"NHL - Nodal"	"33041"	"Wisconsin"	"55"	960
	"NHL - Nodal"	"33041"	"Wyoming"	"56"	65
	"NHL - Extranodal"	"33042"	"Alabama"	"01"	274
	"NHL - Extranodal"	"33042"	"Alaska"	"02"	26
	"NHL - Extranodal"	"33042"	"Arizona"	"04"	292
	"NHL - Extranodal"	"33042"	"Arkansas"	"05"	177
	"NHL - Extranodal"	"33042"	"California"	"06"	2315
	"NHL - Extranodal"	"33042"	"Colorado"	"08"	315
	"NHL - Extranodal"	"33042"	"Connecticut"	"09"	269
	"NHL - Extranodal"	"33042"	"Delaware"	"10"	47
	"NHL - Extranodal"	"33042"	"District of Columbia"	"11"	50
	"NHL - Extranodal"	"33042"	"Florida"	"12"	1216
	"NHL - Extranodal"	"33042"	"Georgia"	"13"	557
	"NHL - Extranodal"	"33042"	"Hawaii"	"15"	133
	"NHL - Extranodal"	"33042"	"Idaho"	"16"	89
	"NHL - Extranodal"	"33042"	"Illinois"	"17"	842
	"NHL - Extranodal"	"33042"	"Indiana"	"18"	401
	"NHL - Extranodal"	"33042"	"Iowa"	"19"	263
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	184
	"NHL - Extranodal"	"33042"	"Kentucky"	"21"	334
	"NHL - Extranodal"	"33042"	"Louisiana"	"22"	289
	"NHL - Extranodal"	"33042"	"Maine"	"23"	130
	"NHL - Extranodal"	"33042"	"Maryland"	"24"	381
	"NHL - Extranodal"	"33042"	"Massachusetts"	"25"	488
	"NHL - Extranodal"	"33042"	"Michigan"	"26"	853
	"NHL - Extranodal"	"33042"	"Minnesota"	"27"	399
	"NHL - Extranodal"	"33042"	"Mississippi"	"28"	176
	"NHL - Extranodal"	"33042"	"Missouri"	"29"	339
	"NHL - Extranodal"	"33042"	"Montana"	"30"	75
	"NHL - Extranodal"	"33042"	"Nebraska"	"31"	164
	"NHL - Extranodal"	"33042"	"Nevada"	"32"	131
	"NHL - Extranodal"	"33042"	"New Hampshire"	"33"	118
	"NHL - Extranodal"	"33042"	"New Jersey"	"34"	686
	"NHL - Extranodal"	"33042"	"New Mexico"	"35"	123
	"NHL - Extranodal"	"33042"	"New York"	"36"	1586
	"NHL - Extranodal"	"33042"	"North Carolina"	"37"	565
	"NHL - Extranodal"	"33042"	"North Dakota"	"38"	50
	"NHL - Extranodal"	"33042"	"Ohio"	"39"	684
	"NHL - Extranodal"	"33042"	"Oklahoma"	"40"	232
	"NHL - Extranodal"	"33042"	"Oregon"	"41"	239
	"NHL - Extranodal"	"33042"	"Pennsylvania"	"42"	1085
	"NHL - Extranodal"	"33042"	"Rhode Island"	"44"	60
	"NHL - Extranodal"	"33042"	"South Carolina"	"45"	222
	"NHL - Extranodal"	"33042"	"South Dakota"	"46"	56
	"NHL - Extranodal"	"33042"	"Tennessee"	"47"	358
	"NHL - Extranodal"	"33042"	"Texas"	"48"	1100
	"NHL - Extranodal"	"33042"	"Utah"	"49"	177
	"NHL - Extranodal"	"33042"	"Vermont"	"50"	51
	"NHL - Extranodal"	"33042"	"Virginia"	"51"	370
	"NHL - Extranodal"	"33042"	"Washington"	"53"	454
	"NHL - Extranodal"	"33042"	"West Virginia"	"54"	119
	"NHL - Extranodal"	"33042"	"Wisconsin"	"55"	379
	"NHL - Extranodal"	"33042"	"Wyoming"	"56"	36
	"Myeloma"	"34000"	"Alabama"	"01"	366
	"Myeloma"	"34000"	"Alaska"	"02"	29
	"Myeloma"	"34000"	"Arizona"	"04"	346
	"Myeloma"	"34000"	"Arkansas"	"05"	169
	"Myeloma"	"34000"	"California"	"06"	2148
	"Myeloma"	"34000"	"Colorado"	"08"	271
	"Myeloma"	"34000"	"Connecticut"	"09"	262
	"Myeloma"	"34000"	"Delaware"	"10"	65
	"Myeloma"	"34000"	"District of Columbia"	"11"	44
	"Myeloma"	"34000"	"Florida"	"12"	1379
	"Myeloma"	"34000"	"Georgia"	"13"	699
	"Myeloma"	"34000"	"Hawaii"	"15"	73
	"Myeloma"	"34000"	"Idaho"	"16"	92
	"Myeloma"	"34000"	"Illinois"	"17"	800
	"Myeloma"	"34000"	"Indiana"	"18"	430
	"Myeloma"	"34000"	"Iowa"	"19"	242
	"Myeloma"	"34000"	"Kansas"	"20"	179
	"Myeloma"	"34000"	"Kentucky"	"21"	288
	"Myeloma"	"34000"	"Louisiana"	"22"	286
	"Myeloma"	"34000"	"Maine"	"23"	96
	"Myeloma"	"34000"	"Maryland"	"24"	446
	"Myeloma"	"34000"	"Massachusetts"	"25"	425
	"Myeloma"	"34000"	"Michigan"	"26"	765
	"Myeloma"	"34000"	"Minnesota"	"27"	325
	"Myeloma"	"34000"	"Mississippi"	"28"	229
	"Myeloma"	"34000"	"Missouri"	"29"	361
	"Myeloma"	"34000"	"Montana"	"30"	56
	"Myeloma"	"34000"	"Nebraska"	"31"	122
	"Myeloma"	"34000"	"Nevada"	"32"	134
	"Myeloma"	"34000"	"New Hampshire"	"33"	64
	"Myeloma"	"34000"	"New Jersey"	"34"	675
	"Myeloma"	"34000"	"New Mexico"	"35"	88
	"Myeloma"	"34000"	"New York"	"36"	1627
	"Myeloma"	"34000"	"North Carolina"	"37"	733
	"Myeloma"	"34000"	"North Dakota"	"38"	46
	"Myeloma"	"34000"	"Ohio"	"39"	758
	"Myeloma"	"34000"	"Oklahoma"	"40"	194
	"Myeloma"	"34000"	"Oregon"	"41"	205
	"Myeloma"	"34000"	"Pennsylvania"	"42"	1003
	"Myeloma"	"34000"	"Rhode Island"	"44"	72
	"Myeloma"	"34000"	"South Carolina"	"45"	360
	"Myeloma"	"34000"	"South Dakota"	"46"	54
	"Myeloma"	"34000"	"Tennessee"	"47"	420
	"Myeloma"	"34000"	"Texas"	"48"	1500
	"Myeloma"	"34000"	"Utah"	"49"	136
	"Myeloma"	"34000"	"Vermont"	"50"	37
	"Myeloma"	"34000"	"Virginia"	"51"	474
	"Myeloma"	"34000"	"Washington"	"53"	400
	"Myeloma"	"34000"	"West Virginia"	"54"	124
	"Myeloma"	"34000"	"Wisconsin"	"55"	398
	"Myeloma"	"34000"	"Wyoming"	"56"	29
	"Leukemias"	"35011-35043"	"Alabama"	"01"	562
	"Leukemias"	"35011-35043"	"Alaska"	"02"	69
	"Leukemias"	"35011-35043"	"Arizona"	"04"	649
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	314
	"Leukemias"	"35011-35043"	"California"	"06"	4196
	"Leukemias"	"35011-35043"	"Colorado"	"08"	645
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	543
	"Leukemias"	"35011-35043"	"Delaware"	"10"	120
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	38
	"Leukemias"	"35011-35043"	"Florida"	"12"	2860
	"Leukemias"	"35011-35043"	"Georgia"	"13"	971
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	172
	"Leukemias"	"35011-35043"	"Idaho"	"16"	254
	"Leukemias"	"35011-35043"	"Illinois"	"17"	1615
	"Leukemias"	"35011-35043"	"Indiana"	"18"	809
	"Leukemias"	"35011-35043"	"Iowa"	"19"	521
	"Leukemias"	"35011-35043"	"Kansas"	"20"	424
	"Leukemias"	"35011-35043"	"Kentucky"	"21"	685
	"Leukemias"	"35011-35043"	"Louisiana"	"22"	498
	"Leukemias"	"35011-35043"	"Maine"	"23"	274
	"Leukemias"	"35011-35043"	"Maryland"	"24"	677
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	834
	"Leukemias"	"35011-35043"	"Michigan"	"26"	1442
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	899
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	327
	"Leukemias"	"35011-35043"	"Missouri"	"29"	802
	"Leukemias"	"35011-35043"	"Montana"	"30"	179
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	251
	"Leukemias"	"35011-35043"	"Nevada"	"32"	341
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	179
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	1337
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	268
	"Leukemias"	"35011-35043"	"New York"	"36"	3054
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	1194
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	116
	"Leukemias"	"35011-35043"	"Ohio"	"39"	1273
	"Leukemias"	"35011-35043"	"Oklahoma"	"40"	487
	"Leukemias"	"35011-35043"	"Oregon"	"41"	466
	"Leukemias"	"35011-35043"	"Pennsylvania"	"42"	2021
	"Leukemias"	"35011-35043"	"Rhode Island"	"44"	145
	"Leukemias"	"35011-35043"	"South Carolina"	"45"	549
	"Leukemias"	"35011-35043"	"South Dakota"	"46"	111
	"Leukemias"	"35011-35043"	"Tennessee"	"47"	806
	"Leukemias"	"35011-35043"	"Texas"	"48"	2662
	"Leukemias"	"35011-35043"	"Utah"	"49"	278
	"Leukemias"	"35011-35043"	"Vermont"	"50"	96
	"Leukemias"	"35011-35043"	"Virginia"	"51"	791
	"Leukemias"	"35011-35043"	"Washington"	"53"	933
	"Leukemias"	"35011-35043"	"West Virginia"	"54"	305
	"Leukemias"	"35011-35043"	"Wisconsin"	"55"	999
	"Leukemias"	"35011-35043"	"Wyoming"	"56"	84
	"Acute Lymphocytic Leukemia"	"35011"	"Alabama"	"01"	43
	"Acute Lymphocytic Leukemia"	"35011"	"Arizona"	"04"	52
	"Acute Lymphocytic Leukemia"	"35011"	"California"	"06"	361
	"Acute Lymphocytic Leukemia"	"35011"	"Colorado"	"08"	24
	"Acute Lymphocytic Leukemia"	"35011"	"Connecticut"	"09"	22
	"Acute Lymphocytic Leukemia"	"35011"	"Florida"	"12"	186
	"Acute Lymphocytic Leukemia"	"35011"	"Georgia"	"13"	76
	"Acute Lymphocytic Leukemia"	"35011"	"Illinois"	"17"	81
	"Acute Lymphocytic Leukemia"	"35011"	"Indiana"	"18"	48
	"Acute Lymphocytic Leukemia"	"35011"	"Iowa"	"19"	24
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	17
	"Acute Lymphocytic Leukemia"	"35011"	"Kentucky"	"21"	30
	"Acute Lymphocytic Leukemia"	"35011"	"Louisiana"	"22"	26
	"Acute Lymphocytic Leukemia"	"35011"	"Maryland"	"24"	44
	"Acute Lymphocytic Leukemia"	"35011"	"Massachusetts"	"25"	43
	"Acute Lymphocytic Leukemia"	"35011"	"Michigan"	"26"	82
	"Acute Lymphocytic Leukemia"	"35011"	"Minnesota"	"27"	41
	"Acute Lymphocytic Leukemia"	"35011"	"Missouri"	"29"	51
	"Acute Lymphocytic Leukemia"	"35011"	"Nevada"	"32"	28
	"Acute Lymphocytic Leukemia"	"35011"	"New Jersey"	"34"	89
	"Acute Lymphocytic Leukemia"	"35011"	"New York"	"36"	145
	"Acute Lymphocytic Leukemia"	"35011"	"North Carolina"	"37"	66
	"Acute Lymphocytic Leukemia"	"35011"	"Ohio"	"39"	77
	"Acute Lymphocytic Leukemia"	"35011"	"Oklahoma"	"40"	25
	"Acute Lymphocytic Leukemia"	"35011"	"Oregon"	"41"	31
	"Acute Lymphocytic Leukemia"	"35011"	"Pennsylvania"	"42"	117
	"Acute Lymphocytic Leukemia"	"35011"	"South Carolina"	"45"	31
	"Acute Lymphocytic Leukemia"	"35011"	"Tennessee"	"47"	41
	"Acute Lymphocytic Leukemia"	"35011"	"Texas"	"48"	207
	"Acute Lymphocytic Leukemia"	"35011"	"Utah"	"49"	18
	"Acute Lymphocytic Leukemia"	"35011"	"Virginia"	"51"	53
	"Acute Lymphocytic Leukemia"	"35011"	"Washington"	"53"	41
	"Acute Lymphocytic Leukemia"	"35011"	"West Virginia"	"54"	20
	"Acute Lymphocytic Leukemia"	"35011"	"Wisconsin"	"55"	45
	"Chronic Lymphocytic Leukemia"	"35012"	"Alabama"	"01"	167
	"Chronic Lymphocytic Leukemia"	"35012"	"Alaska"	"02"	22
	"Chronic Lymphocytic Leukemia"	"35012"	"Arizona"	"04"	175
	"Chronic Lymphocytic Leukemia"	"35012"	"Arkansas"	"05"	110
	"Chronic Lymphocytic Leukemia"	"35012"	"California"	"06"	1469
	"Chronic Lymphocytic Leukemia"	"35012"	"Colorado"	"08"	248
	"Chronic Lymphocytic Leukemia"	"35012"	"Connecticut"	"09"	209
